,Water,Trees,Grass,Flooded Vegetation,Crops,Shrub & Scrub,Built,Bare,Snow & Ice
2020,64.20,2228.47,2828.68,55.92,22028.98,122.88,290.55,5.44,0.52
2021,63.50,2159.61,3378.89,44.53,21584.10,84.51,290.77,6.80,12.95
2022,67.85,2019.39,3609.67,43.51,21281.40,104.54,281.94,10.39,0.81
2023,63.24,2125.49,2994.84,46.88,21489.69,93.76,264.32,12.97,0.67
2024,61.46,2485.56,3030.12,41.41,21095.63,77.72,241.23,13.69,0.80
2025,64.05,2440.08,5470.97,27.95,18589.29,154.01,222.01,22.65,0.89
